"Week End","Week End Last Year","Region","Crude Volumes For The Week","Percent Of Capacity","4 Week Average","4 Week Average Last Year","YTD Average","YTD Average Last Year","Unit"
"11/18/1997","11/19/1996","Western Canada","78.930","90.410","77.950","75.410","77.270","76.240","thousand cubic metres per day"
"11/25/1997","11/26/1996","Ontario","73.730","83.220","78.470","75.270","74.670","73.170","thousand cubic metres per day"
"11/25/1997","11/26/1996","Quebec & Eastern Canada","108.240","88.720","111.570","113.850","109.310","107.150","thousand cubic metres per day"
"11/25/1997","11/26/1996","Western Canada","77.980","89.320","77.240","73.940","77.290","76.140","thousand cubic metres per day"
"12/02/1997","12/03/1996","Ontario","77.630","87.620","77.700","75.700","74.730","73.220","thousand cubic metres per day"
"12/02/1997","12/03/1996","Quebec & Eastern Canada","112.610","92.300","111.490","114.330","109.380","107.330","thousand cubic metres per day"
"12/02/1997","12/03/1996","Western Canada","78.690","90.140","78.020","71.770","77.320","76.040","thousand cubic metres per day"
"12/09/1997","12/10/1996","Ontario","76.630","86.490","77.040","75.280","74.770","73.220","thousand cubic metres per day"
"12/09/1997","12/10/1996","Quebec & Eastern Canada","113.520","93.050","111.280","114.510","109.460","107.480","thousand cubic metres per day"
"12/09/1997","12/10/1996","Western Canada","80.570","92.290","79.040","71.880","77.390","76.010","thousand cubic metres per day"
"12/16/1997","12/17/1996","Ontario","79.060","89.230","76.760","75.060","74.860","73.270","thousand cubic metres per day"
"12/16/1997","12/17/1996","Quebec & Eastern Canada","110.400","90.490","111.190","115.170","109.480","107.630","thousand cubic metres per day"
"12/16/1997","12/17/1996","Western Canada","79.170","90.690","79.100","73.680","77.420","76.040","thousand cubic metres per day"
"12/23/1997","12/24/1996","Ontario","75.020","84.670","77.090","74.880","74.860","73.300","thousand cubic metres per day"
"12/23/1997","12/24/1996","Quebec & Eastern Canada","113.760","93.250","112.570","115.220","109.570","107.770","thousand cubic metres per day"
"12/23/1997","12/24/1996","Western Canada","79.890","91.510","79.580","75.470","77.470","76.090","thousand cubic metres per day"
"12/30/1997","12/31/1996","Ontario","74.810","84.440","76.380","74.200","74.860","73.290","thousand cubic metres per day"
"12/30/1997","12/31/1996","Quebec & Eastern Canada","116.090","95.160","113.440","115.580","109.690","107.950","thousand cubic metres per day"
"12/30/1997","12/31/1996","Western Canada","79.810","91.420","79.860","76.460","77.510","76.080","thousand cubic metres per day"
"01/06/1998","01/07/1997","Ontario","78.830","88.970","76.930","74.170","78.830","73.130","thousand cubic metres per day"
"01/06/1998","01/07/1997","Quebec & Eastern Canada","117.390","96.220","114.410","115.820","117.390","115.560","thousand cubic metres per day"
"01/06/1998","01/07/1997","Western Canada","81.230","93.050","80.030","75.130","81.230","69.260","thousand cubic metres per day"
"01/13/1998","01/14/1997","Ontario","78.370","88.450","76.760","75.290","78.600","76.700","thousand cubic metres per day"
"01/13/1998","01/14/1997","Quebec & Eastern Canada","110.940","90.930","114.550","114.310","114.170","112.400","thousand cubic metres per day"
"01/13/1998","01/14/1997","Western Canada","81.850","93.760","80.700","74.800","81.540","72.670","thousand cubic metres per day"
"01/20/1998","01/21/1997","Ontario","79.820","90.090","77.960","76.150","79.010","77.200","thousand cubic metres per day"
"01/20/1998","01/21/1997","Quebec & Eastern Canada","112.740","92.410","114.290","114.220","113.690","113.150","thousand cubic metres per day"
"01/20/1998","01/21/1997","Western Canada","73.950","84.710","79.210","73.490","79.010","72.910","thousand cubic metres per day"
"01/27/1998","01/28/1997","Ontario","80.330","90.670","79.340","77.780","79.340","77.780","thousand cubic metres per day"
"01/27/1998","01/28/1997","Quebec & Eastern Canada","115.250","94.470","114.080","113.650","114.080","113.650","thousand cubic metres per day"
"01/27/1998","01/28/1997","Western Canada","78.810","90.270","78.960","74.090","78.960","74.090","thousand cubic metres per day"
"02/03/1998","02/04/1997","Ontario","77.310","87.260","78.960","79.750","78.930","78.420","thousand cubic metres per day"
"02/03/1998","02/04/1997","Quebec & Eastern Canada","114.610","93.940","113.390","113.890","114.190","114.230","thousand cubic metres per day"
"02/03/1998","02/04/1997","Western Canada","76.860","88.040","77.870","76.460","78.540","75.020","thousand cubic metres per day"
"02/10/1998","02/11/1997","Ontario","75.130","84.800","78.150","77.750","78.300","77.400","thousand cubic metres per day"
"02/10/1998","02/11/1997","Quebec & Eastern Canada","96.610","79.190","109.800","115.670","111.260","114.580","thousand cubic metres per day"
"02/10/1998","02/11/1997","Western Canada","75.260","86.210","76.220","77.270","77.990","75.740","thousand cubic metres per day"
"02/17/1998","02/18/1997","Ontario","76.870","86.760","77.410","76.400","78.100","76.750","thousand cubic metres per day"
"02/17/1998","02/18/1997","Quebec & Eastern Canada","113.170","92.760","109.910","115.860","111.530","114.700","thousand cubic metres per day"
"02/17/1998","02/18/1997","Western Canada","80.910","92.680","77.960","79.020","78.410","76.400","thousand cubic metres per day"
"02/24/1998","02/25/1997","Ontario","77.780","87.790","76.770","74.670","78.060","76.220","thousand cubic metres per day"
"02/24/1998","02/25/1997","Quebec & Eastern Canada","115.400","94.590","109.950","115.600","112.010","114.630","thousand cubic metres per day"
"02/24/1998","02/25/1997","Western Canada","82.950","95.020","79.000","79.680","78.980","76.880","thousand cubic metres per day"
"03/03/1998","03/04/1997","Ontario","74.560","84.150","76.090","71.190","77.670","75.210","thousand cubic metres per day"
"03/03/1998","03/04/1997","Quebec & Eastern Canada","111.140","91.100","109.080","114.550","111.920","114.370","thousand cubic metres per day"
"03/03/1998","03/04/1997","Western Canada","81.090","92.890","80.050","79.160","79.210","76.860","thousand cubic metres per day"
"03/10/1998","03/11/1997","Ontario","75.940","85.710","76.290","70.140","77.490","74.500","thousand cubic metres per day"
"03/10/1998","03/11/1997","Quebec & Eastern Canada","115.100","94.340","113.700","112.750","112.240","113.850","thousand cubic metres per day"
"03/10/1998","03/11/1997","Western Canada","80.460","92.160","81.350","78.720","79.340","76.930","thousand cubic metres per day"
"03/17/1998","03/18/1997","Ontario","77.020","86.930","76.330","69.030","77.450","73.940","thousand cubic metres per day"
"03/17/1998","03/18/1997","Quebec & Eastern Canada","111.730","91.580","113.340","111.690","112.190","113.610","thousand cubic metres per day"
"03/17/1998","03/18/1997","Western Canada","74.810","85.690","79.830","78.300","78.930","77.090","thousand cubic metres per day"
"03/24/1998","03/25/1997","Ontario","76.460","86.300","76.000","66.360","77.370","72.930","thousand cubic metres per day"
"03/24/1998","03/25/1997","Quebec & Eastern Canada","109.220","89.520","111.800","111.720","111.940","113.660","thousand cubic metres per day"
"03/24/1998","03/25/1997","Western Canada","75.840","86.870","78.050","78.300","78.670","77.350","thousand cubic metres per day"
"03/31/1998","04/01/1997","Ontario","73.670","83.150","75.770","67.290","77.090","72.770","thousand cubic metres per day"
"03/31/1998","04/01/1997","Quebec & Eastern Canada","103.420","84.770","109.870","112.600","111.290","113.820","thousand cubic metres per day"
"03/31/1998","04/01/1997","Western Canada","79.970","91.610","77.770","79.220","78.770","77.580","thousand cubic metres per day"
"04/07/1998","04/08/1997","Ontario","70.130","79.150","74.320","68.310","76.590","72.730","thousand cubic metres per day"
"04/07/1998","04/08/1997","Quebec & Eastern Canada","93.420","76.570","104.450","111.650","110.010","113.220","thousand cubic metres per day"
"04/07/1998","04/08/1997","Western Canada","82.740","94.770","78.340","78.930","79.050","77.500","thousand cubic metres per day"
"04/14/1998","04/15/1997","Ontario","66.680","75.260","71.740","67.550","75.930","72.240","thousand cubic metres per day"
"04/14/1998","04/15/1997","Quebec & Eastern Canada","103.550","84.880","102.400","109.950","109.580","112.630","thousand cubic metres per day"
"04/14/1998","04/15/1997","Western Canada","80.380","92.070","79.730","76.950","79.140","77.050","thousand cubic metres per day"
"04/21/1998","04/22/1997","Ontario","73.330","82.770","70.950","68.750","75.770","71.890","thousand cubic metres per day"
"04/21/1998","04/22/1997","Quebec & Eastern Canada","99.760","81.770","100.040","107.390","108.970","112.090","thousand cubic metres per day"
"04/21/1998","04/22/1997","Western Canada","58.860","67.420","75.490","71.010","77.870","75.770","thousand cubic metres per day"
"04/28/1998","04/29/1997","Ontario","71.360","80.540","70.380","69.770","75.510","72.060","thousand cubic metres per day"
"04/28/1998","04/29/1997","Quebec & Eastern Canada","101.380","83.100","99.530","99.990","108.520","110.570","thousand cubic metres per day"
"04/28/1998","04/29/1997","Western Canada","52.780","60.460","68.690","66.200","76.400","74.900","thousand cubic metres per day"
"05/05/1998","05/06/1997","Ontario","72.590","83.730","70.990","70.000","75.340","72.120","thousand cubic metres per day"
"05/05/1998","05/06/1997","Quebec & Eastern Canada","96.410","79.620","100.280","96.830","107.850","109.580","thousand cubic metres per day"
"05/05/1998","05/06/1997","Western Canada","49.370","56.810","60.350","63.730","74.900","74.440","thousand cubic metres per day"
"05/12/1998","05/13/1997","Ontario","73.230","84.460","72.630","71.910","75.230","72.170","thousand cubic metres per day"
"05/12/1998","05/13/1997","Quebec & Eastern Canada","101.860","84.120","99.850","94.870","107.530","108.890","thousand cubic metres per day"
"05/12/1998","05/13/1997","Western Canada","67.110","77.220","57.030","62.640","74.490","74.020","thousand cubic metres per day"
"05/19/1998","05/20/1997","Ontario","71.650","82.640","72.210","73.940","75.050","72.300","thousand cubic metres per day"
"05/19/1998","05/20/1997","Quebec & Eastern Canada","87.840","72.540","96.870","96.800","106.550","109.030","thousand cubic metres per day"
"05/19/1998","05/20/1997","Western Canada","66.920","77.000","59.050","67.120","74.110","74.040","thousand cubic metres per day"
"05/26/1998","05/27/1997","Ontario","83.610","96.430","75.270","74.770","75.460","72.580","thousand cubic metres per day"
"05/26/1998","05/27/1997","Quebec & Eastern Canada","110.990","91.650","99.270","103.150","106.760","109.150","thousand cubic metres per day"
"05/26/1998","05/27/1997","Western Canada","54.430","62.630","59.460","71.120","73.170","74.180","thousand cubic metres per day"
"06/02/1998","06/03/1997","Ontario","78.950","91.060","76.860","75.510","75.620","72.740","thousand cubic metres per day"
"06/02/1998","06/03/1997","Quebec & Eastern Canada","111.170","91.810","102.960","107.560","106.960","109.210","thousand cubic metres per day"
"06/02/1998","06/03/1997","Western Canada","57.800","66.510","61.570","72.740","72.470","74.130","thousand cubic metres per day"
"06/09/1998","06/10/1997","Ontario","80.340","92.670","78.640","76.150","75.830","72.860","thousand cubic metres per day"
"06/09/1998","06/10/1997","Quebec & Eastern Canada","108.290","89.430","104.570","108.330","107.020","108.800","thousand cubic metres per day"
"06/09/1998","06/10/1997","Western Canada","78.760","90.620","64.480","74.430","72.740","74.090","thousand cubic metres per day"
"06/16/1998","06/17/1997","Ontario","79.510","91.710","80.600","76.730","75.980","73.040","thousand cubic metres per day"
"06/16/1998","06/17/1997","Quebec & Eastern Canada","102.440","84.600","108.220","103.010","106.830","108.030","thousand cubic metres per day"
"06/16/1998","06/17/1997","Western Canada","81.680","93.980","68.170","74.880","73.120","74.180","thousand cubic metres per day"
"06/23/1998","06/24/1997","Ontario","76.340","88.040","78.790","76.050","75.990","73.130","thousand cubic metres per day"
"06/23/1998","06/24/1997","Quebec & Eastern Canada","101.920","84.170","105.960","98.400","106.630","107.430","thousand cubic metres per day"
"06/23/1998","06/24/1997","Western Canada","87.930","101.170","76.540","75.520","73.710","74.400","thousand cubic metres per day"
"06/30/1998","07/01/1997","Ontario","80.320","92.640","79.130","76.600","76.160","73.330","thousand cubic metres per day"
"06/30/1998","07/01/1997","Quebec & Eastern Canada","107.340","88.640","105.000","96.950","106.660","107.330","thousand cubic metres per day"
"06/30/1998","07/01/1997","Western Canada","87.830","101.060","84.050","77.730","74.250","74.690","thousand cubic metres per day"
"07/07/1998","07/08/1997","Ontario","80.490","92.840","79.170","77.780","76.320","73.590","thousand cubic metres per day"
"07/07/1998","07/08/1997","Quebec & Eastern Canada","87.040","71.880","99.690","99.660","105.930","107.440","thousand cubic metres per day"
"07/07/1998","07/08/1997","Western Canada","84.690","97.450","85.530","80.180","74.640","74.990","thousand cubic metres per day"
"07/14/1998","07/15/1997","Ontario","79.060","91.190","79.050","78.350","76.420","73.800","thousand cubic metres per day"
"07/14/1998","07/15/1997","Quebec & Eastern Canada","89.250","73.710","96.390","104.790","105.340","107.570","thousand cubic metres per day"
"07/14/1998","07/15/1997","Western Canada","85.250","98.090","86.430","81.400","75.020","75.210","thousand cubic metres per day"
"07/21/1998","07/22/1997","Ontario","80.800","93.190","80.170","79.300","76.570","73.990","thousand cubic metres per day"
"07/21/1998","07/22/1997","Quebec & Eastern Canada","92.910","76.730","94.130","109.400","104.910","107.700","thousand cubic metres per day"
"07/21/1998","07/22/1997","Western Canada","87.080","100.200","86.220","80.290","75.440","75.210","thousand cubic metres per day"
"07/28/1998","07/29/1997","Ontario","78.860","90.960","79.800","79.360","76.650","74.140","thousand cubic metres per day"
"07/28/1998","07/29/1997","Quebec & Eastern Canada","94.210","77.800","90.850","111.680","104.550","107.910","thousand cubic metres per day"
"07/28/1998","07/29/1997","Western Canada","84.820","97.600","85.460","78.940","75.750","75.250","thousand cubic metres per day"
